"Peak id","Mass","RT","P8.mzXML","P9.mzXML","P10.mzXML","P1.mzXML","P2.mzXML","P3.mzXML","P4.mzXML","P5.mzXML","P6.mzXML","P7.mzXML","B6.mzXML","B7.mzXML","B8.mzXML","B9.mzXML","B10.mzXML","B1.mzXML","B2.mzXML","B3.mzXML","B4.mzXML","B5.mzXML","Polarity","FrAnK Annotation","PiMP Annotation","InChI Key"
"36","189.1234","780.81","35648468","34459444","43939052","44695416","41392252","38099560","46575116","48784340","29723412","34269076","1137718.75","801716.75","1046367.75","1782185.5","1345439.75","1708759.38","1565686.75","2464153","1359907.5","1372887.88","positive","No Fragments","(2R,3R,4R)-2-Amino-4-hydroxy-3-methylpentanoic acid,6-Acetamido-3-aminohexanoate,Alanyl-Valine,Fagomine,Glycyl-Isoleucine,Glycyl-L-leucine,Glycyl-leucine,Isoleucyl-Glycine,Leucyl-Glycine,N-(2-Hydroxyethyl)-morpholine N-oxide,N-Alpha-acetyllysine,N-Hydroxy-L-isoleucine,N2-Acetyl-L-lysine,N6-Acetyl-L-lysine,Valyl-Alanine","DKEXFJVMVGETOO-LURJTMIESA-N,DTERQYGMUDWYAZ-ZETCQYMHSA-N,HSRXSKHRSXRCFC-UHFFFAOYSA-N,KGVHCTWYMPWEGN-UHFFFAOYSA-N,LESXFEZIFXFIQR-UHFFFAOYSA-N,LIWMQSWFLXEGMA-UHFFFAOYSA-N,MBZWIPOSTWTKSV-UHFFFAOYSA-N,OSCCDBFHNMXNME-UHFFFAOYNA-N,UCGDDTHMMVWVMV-UHFFFAOYSA-N,VEYYWZRYIYDQJM-UHFFFAOYSA-N,VEYYWZRYIYDQJM-ZETCQYMHSA-N,WTPGFRPRHSDKNE-UHFFFAOYSA-N,YEGAKLYOVHUQIJ-WHFBIAKZSA-N,YZNNBIPIQWYLDM-HSUXUTPPSA-N,YZNNBIPIQWYLDM-UHFFFAOYNA-N"
"37","217.1297","781.3","884462.81","766432.63","949393.81","809699.56","786977.25","769335.31","964992.31","1134368.25","640059.75","721518.94","137665.63","90721.1","111967.28","166057.91","109546.63","132763.92","117176.91","153556.41","122058.84","153539.55","positive","No Fragments","Argininic acid,Citrulline,L-Citrulline,N-a-Acetyl-L-arginine","BMFMQGXDDJALKQ-BYPYZUCNSA-N,RHGKLRLOHDJJDR-BYPYZUCNSA-N,SNEIUMQYRCDYCH-LURJTMIESA-N"
"38","483.7355","780.37","358917.97","328540.38","338990.34","373728.22","321146.41","334820.81","400991.91","505996.22","294458.72","351077.44","9592.73","3532.06","8939.79","16544.05","9480.84","9875.71","10002.79","8435.97","13972.79","18429.4","positive","No Fragments","",""
"39","227.1391","775.86","98729.62","370208.16","203978.5","173723.78","219717.73","205193.63","178141","231397.95","219020.95","256763.69","1585.79","1392.43","2776.06","2874.38","1610.34","2089.44","1766.73","1974.35","2910.78","1899.19","positive","No Fragments","Amobarbital,Ecgonine,N-Isovaleryl-L-homoserine lactone,Otonecine,Pentobarbital,Pseudoecgonine","GRAGROPQORVALZ-VKWJFSHESA-N,PHMBVCPLDPDESM-GHNGIAPOSA-N,PHMBVCPLDPDESM-RLXKETGRSA-N,VIROVYVQCGLCII-UHFFFAOYSA-N,WEXRUCMBJFQVBZ-UHFFFAOYSA-N"
"40","474.7303","780.98","230732.25","220184.53","189952.09","225129.81","186002.88","179334.73","259200.7","313671.03","184825.59","249017.28","7741.8","3098.87","6688.33","10080.8","6459.59","8656.95","8523.41","5408.04","7147.38","11324.38","positive","No Fragments","",""
"41","377.2398","782.56","97346.98","129591.38","195160.23","232466.02","213816.86","198184.95","231326.75","258009.73","133120.98","148075.8","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","positive","No Fragments","",""
"42","190.1212","780.05","143100.5","119811.57","175046.34","175127.88","182765.8","153290.48","225289.22","238329.73","126806.26","142034.13","NA","NA","NA","2836.27","3847.21","NA","3480.16","7589.95","2723.71","NA","positive","No Fragments","",""
"43","484.2372","781.44","172634.95","130703.03","148011.55","165131.56","152082.36","146341.44","151830.98","202289.5","123949.42","172425.11","8863.24","1836.75","4361.32","8301.26","3963.15","5740.13","5123.91","4694.84","6882.33","5863.19","positive","No Fragments","Levocabastine","ZCGOMHNNNFPNMX-YHYDXASRSA-N"
"44","204.0868","778.39","129300.66","119724.89","123983.23","151875.3","142512.14","129612.01","168484.67","160810.64","121049.42","148297.7","5410.74","3123.55","5123.1","7744.58","4723.92","6730.81","6004.06","5662.33","8304.91","7995.57","positive","No Fragments","(2R,3S)-2,3-Dimethylmalate,(R)-2-Ethylmalate,(R)-3,3-Dimethylmalate,(S)-2-(Hydroxymethyl)glutarate,1,5-Anhydro-D-fructose,2(R)-Hydroxyadipic acid,2-Dehydro-3-deoxy-D-fuconate,2-Dehydro-3-deoxy-L-fuconate,2-Dehydro-3-deoxy-L-rhamnonate,2-Deoxy-scyllo-inosose,2-Hydroxy-2-ethylsuccinic acid,2-Hydroxyadipate,2-Hydroxyadipic acid,2S-hydroxyadipic acid,3,6-Anhydrogalactose,3,6-Anhydroglucose,3-Ethylmalate,3-Hydroxy-3-methylglutarate,3-Hydroxyadipic acid,3-Hydroxymethylglutaric acid,3-hydroxy-adipic acid,3-hydroxymethyl-glutaric acid,D-1,5-Anhydrofructose,D-1-Deoxy-erythro-hexo-2,3-diulose,D-Fucono-1,4-lactone,Diethyl dicarbonate,Diethyl pyrocarbonate,L-Fucono-1,5-lactone,L-Rhamnono-1,4-lactone,Levoglucosan,Lichenin,N2-Acetyl-L-aminoadipate,Pyridostigmine","CXKKSSKKIOZUNR-ZLUOBGJFSA-N,DTUGXZBPWDHASD-UHFFFAOYNA-N,FFYPMLJYZAEMQB-UHFFFAOYSA-N,FRIWJYNKZPJVRL-IMJSIDKUSA-N,FRIWJYNKZPJVRL-IUYQGCFVSA-N,FRIWJYNKZPJVRL-QWWZWVQMSA-N,FTTGAAZKBNZDCZ-LURJTMIESA-N,GZYCZKBRQBKGJW-FSZQNWAESA-N,IEPDKRIDROAXQP-UHFFFAOYSA-N,JUCRENBZZQKFGK-UHFFFAOYSA-N,KSAIICDEQGEQBK-VKHMYHEASA-N,NPOAOTPXWNWTSH-UHFFFAOYSA-N,OCLOLUFOLJIQDC-HSUXUTPPSA-N,OCLOLUFOLJIQDC-UHFFFAOYNA-N,OTTXIFWBPRRYOG-BYPYZUCNSA-N,OTTXIFWBPRRYOG-SCSAIBSYSA-N,OTTXIFWBPRRYOG-UHFFFAOYSA-N,RVOLLAQWKVFTGE-UHFFFAOYSA-N,TWNIBLMWSKIRAT-VFUOTHLCSA-N,VASLEPDZAKCNJX-AIHAYLRMSA-N,VASLEPDZAKCNJX-KLVWXMOXSA-N,WTIIULQJLZEHGZ-AWFVSMACSA-N,WZYRMLAWNVOIEX-BGPJRJDNSA-N,WZYRMLAWNVOIEX-SLPGGIOYSA-N,XPQIPNORJZZYPV-UHFFFAOYSA-N,YVOMYDHIQVMMTA-UHFFFAOYSA-N,YVYGHRNLPUMVBU-UHFFFAOYSA-N,YVYGHRNLPUMVBU-ZCFIWIBFSA-N,ZVAHHEYPLKVJSO-RSJOWCBRSA-N"
"45","475.2318","781","110100.09","90729.61","97465.3","116548.27","105253.31","101834.08","118602.28","129976.89","76409.47","100819.95","4707.09","NA","2520.31","3524.42","4258.57","2874.27","2873.31","2702.68","3002.46","4349.43","positive","No Fragments","Agrimophol,Austalide B,Picrasin A","BIJFTRIMTHYJOV-QRWZCSJESA-N,NQGCBDWQKDAGTK-RYZVSIALSA-N,ZVFMDVFPBVFGPG-UHFFFAOYNA-N"
"46","966.4646","781.38","100230.13","86452.15","104805.59","115287.85","110825.73","104174.79","122994.07","114806.84","71743.95","93390.19","NA","NA","NA","3509.06","NA","NA","NA","NA","2785.88","2293.85","positive","No Fragments","Chinenoside VI","IYLGRZBRMFMEOH-UHFFFAOYNA-N"
"47","763.3848","778.97","91660.63","83540.91","77582.65","92438.61","72139.38","89275.71","115850.34","98946.63","74867.82","98397.36","4746.04","1654.89","2006.71","4925.51","1747.99","3339.59","2292.93","2371.94","3400.15","3570.42","positive","No Fragments","",""
"48","317.1822","784.01","85910.98","72228.36","80635.34","75492.46","96439.05","78925.98","102821.78","89378.59","74516.59","73019.51","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","positive","No Fragments","Epsilon-(gamma-Glutamyl)-lysine,L-a-glutamyl-L-Lysine","BBBXWRGITSUJPB-YUMQZZPRSA-N,JPKNLFVGUZRHOB-YUMQZZPRSA-N"
"49","230.0959","786.77","78757.1","90713.36","77336.88","88653.44","71303.92","79447.81","71859.57","93433.73","68709.23","69069.61","6279.99","2001.51","4214.28","8359.6","3447.5","7336.4","5781.12","3681.11","7483.71","6938.44","positive","No Fragments","Benz[a]acridine,Benz[c]acridine,Ergothioneine","JEGZRTMZYUDVBF-UHFFFAOYSA-N,OAPPEBNXKAKQGS-UHFFFAOYSA-N,SSISHJJTAXXQAX-ZETCQYMHSA-N"
"50","255.1341","787.5","86628.73","77467.51","81348.47","69190.21","64372.68","70377.39","81221.11","93323.52","69202.24","82372.51","7693.64","5261.88","7616.49","11009.89","5475.96","6571.94","7800.97","8814.39","7892.93","6960.29","positive","No Fragments","Aldosine,Cotinine methonium ion,Kainic acid,L-Furosine,L-Pyridosine,Midodrine,N-(3-Oxohexanoyl)homoserine lactone,N-(3-oxo-hexanoyl)-homoserine lactone,Pyrraline,alpha-Allokainic acid","FZNMMFIPIGBAJL-UHFFFAOYNA-N,HNGPZFLHRXCYGZ-UHFFFAOYNA-N,PTKSEFOSCHHMPD-UHFFFAOYSA-N,VHRXFWHPQMABEK-UHFFFAOYSA-N,VLSMHEGGTFMBBZ-OOZYFLPDSA-N,VLSMHEGGTFMBBZ-ZKWXMUAHSA-N,VTYFITADLSVOAS-UHFFFAOYNA-N,YQHPCDPFXQXCMV-UHFFFAOYNA-N,YRYOXRMDHALAFL-UHFFFAOYSA-N"
"51","494.7263","780.58","38386.11","92193.59","49809.85","46877.09","38962.7","35474.24","36287.66","50615.02","33294.42","40722.62","2833.82","1054.53","3583.76","4069.6","2261.72","3010.29","3282.09","2374.81","4011.42","5268.93","positive","No Fragments","",""
"52","335.1926","784.68","42442.43","29167.77","41171.34","60988.93","44574.9","42816.1","61741.21","58055.01","51220.1","45533.48","NA","NA","1292.58","1738.95","NA","1511.67","NA","NA","1141.45","1363.28","positive","No Fragments","",""
"53","274.1762","777.14","28213.88","27689.91","29968.83","29783.84","25334.68","25774.9","34401.33","44414.07","28444.84","27438.62","1804.48","1133.91","1400.84","2234.31","NA","1084.14","1685.48","1672.85","1298.83","1466.53","positive","No Fragments","(2R,3R)-3-Methylglutamyl-5-semialdehyde-N6-lysine,Isoleucyl-Threonine,Leucyl-Threonine,Spermic acid 2,Threoninyl-Isoleucine,Threoninyl-Leucine","BQBCIBCLXBKYHW-UHFFFAOYSA-N,DGMOQCHIPOPXEK-UHFFFAOYSA-N,DRCKHKZYDLJYFQ-UHFFFAOYSA-N,LRKCBIUDWAXNEG-UHFFFAOYSA-N,LUMXICQAOKVQOB-UHFFFAOYSA-N,OCTWUEBQDSGHFM-KXUCPTDWSA-N"
"54","400.2114","780.18","30736.41","27424.29","30375.41","31399.68","29813.93","30107.3","38038.57","39558.98","37171.96","31656.15","3244.28","1987.44","2465.46","4172.86","3604.28","3182.92","3450.11","6338.26","3699.92","3183.92","positive","No Fragments","9,10-Dihydrokadsurenone,Malabaricone C,Mammea B/AC,Mammea B/BD,Monascoflavin,Normammein,Prednisone,prednisone","FLFMHVIZGHIVEJ-UHFFFAOYSA-N,HCOZRFYGIFMIEX-UHFFFAOYSA-N,HDHKEYMZRICGLG-UHFFFAOYSA-N,KXLBWJRELYDBOS-UHFFFAOYSA-N,SLMFJWTXIZCNBN-UBWHGVKJSA-N,XOFYZVNMUHMLCC-ZPOLXVRWSA-N,XXKNHBAFFJINCK-YVMONPNENA-N"
"55","745.373","780.97","27588.29","20638.68","27171.32","37064.89","25545.58","22316.7","30115.01","32060.54","21516.56","35323.82","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","positive","No Fragments","",""
"56","486.1392","787.8","28667.51","16879.03","24845.25","28614.05","20933.73","26360.1","24884.25","29917.05","20533.15","24994.33","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","positive","No Fragments","3'-O-Methylderhamnosylmaysin,Betavulgarin xyloside,Formononetin 7-O-glucuronide,Granaticin,Pseudobaptigenin 7-O-glucoside,Rothindin","BKTIRNZJQRNCKX-UHFFFAOYNA-N,GWACEFYEIOPAJV-BLQBXXAQSA-N,GWACEFYEIOPAJV-UHFFFAOYNA-N,QBQXQYSJPWXZJL-LHKCJDRRSA-N,UMBVLOHYPOQARY-AFTISSCWNA-N,ZXKDFTZACWMRCV-YTOPXCMESA-N"
"57","277.1033","782.05","28010.75","22870.96","25458.11","20495.82","24912.54","17808.71","27563.83","24457.42","15372.22","18829.77","5991.26","4458.62","6675.07","6107.09","3788.06","4739.03","5085.79","5259.47","5075.72","5912.33","positive","No Fragments","(5-L-Glutamyl)-L-glutamate,Gamma Glutamylglutamic acid,Glutamyl-glutamic acid,N-Acetylgalactosaminate,N-Glycolyl-D-mannosaminolactone,Pyrimidine nucleoside,Thymidine glycol","HGKMWYVYIMDKCV-VYNVVFCLSA-N,KOSRFJWDECSPRO-WDSKDSINSA-N,KSOXQRPSZKLEOR-HRJVDPJDSA-N,OWQDWQKWSLFFFR-WDSKDSINSA-N,RKEITGVZZHXKON-ZSHDHZJENA-N,UAGYHIZGHDGMCY-FNCVBFRFSA-N"
"58","184.0736","755.25","24709486","15799460","17256260","17009032","15309958","20733176","22458708","22272134","16657806","18552054","1319923","444663.91","1387682.63","2065674.38","1179364.88","1579072.5","1447422.13","945007.31","1763793.25","1541249.13","positive","No Fragments","(R)-Boschniakine,1-(2,3-Dihydro-1H-pyrrolizin-5-yl)-2-propen-1-one,2,3-Dihydrobenzofuran,2-Methylbenzaldehyde,2-amino-heptanoic acid,2R-aminoheptanoic acid,2S-aminoheptanoic acid,3,4-Dihydro-4-[(5-methyl-2-furanyl)methylene]-2H-pyrrole,3-Dehydroxycarnitine,3-Methylbenzaldehyde,3-[(5-Methyl-2-furanyl)methyl]-1H-pyrrole,4-Hydroxystyrene,4-Methylbenzaldehyde,Acetophenone,Boschniakine,Choline phosphate,Indole-3-ethanol,Lentialexin,Phenylacetaldehyde,Styrene oxide,Tryptophanol,p-Tolualdehyde","AGWFAJXETXIOEE-UHFFFAOYSA-N,AWMVMTVKBNGEAK-UHFFFAOYSA-N,BCWSVRKZMCXABS-TWGQIWQCSA-N,BTFQKIATRPGRBS-UHFFFAOYSA-N,DTUQWGWMVIHBKE-UHFFFAOYSA-N,FUGYGGDSWSUORM-UHFFFAOYSA-N,FXLOVSHXALFLKQ-UHFFFAOYSA-N,HBEDSQVIWPRPAY-UHFFFAOYSA-N,JHPNVNIEXXLNTR-UHFFFAOYSA-N,KWOLFJPFCHCOCG-UHFFFAOYSA-N,MBBOMCVGYCRMEA-UHFFFAOYSA-N,OPRAONAUWNNOOV-SSDOTTSWSA-N,OPRAONAUWNNOOV-UHFFFAOYNA-N,OVWYEQOVUDKZNU-UHFFFAOYSA-N,RDFMDVXONNIGBC-LURJTMIESA-N,RDFMDVXONNIGBC-UHFFFAOYSA-N,RDFMDVXONNIGBC-ZCFIWIBFSA-N,WDGGKRGJJOBJCZ-UHFFFAOYSA-N,WKJYTIFWOMZIGZ-UHFFFAOYSA-N,YHHSONZFOIEMCP-UHFFFAOYSA-O"
"59","258.1104","757.71","6006590.5","4570509.5","4968273.5","5081905.5","3722152.75","5193609","5940248","5722202","5184924","5352118","88825.3","74798.49","93295.05","92070.52","83961.97","86710.46","90051.59","107281.96","94672.72","94555.89","positive","No Fragments","(R)-3-Hydroxy-5-phenylpentanoic acid,2,5-Dimethoxy-4-(2-propenyl)phenol,2,6-Dimethoxy-4-(1-propenyl)phenol,2-(2-Methylphenyl)-1,3-dioxan-5-ol,2-(3-Methylphenyl)-1,3-dioxan-5-ol,2-(4-Methylphenyl)-1,3-dioxan-5-ol,2-Benzyl-5-hydroxymethyl-1,3-dioxolane,3-Hydroxyphenyl-valeric acid,4-Methoxybenzyl propanoate,5-Hydroxy-2-benzyl-1,3-dioxane,Butyl salicylate,Butylparaben,Ethyl 4-ethoxybenzoate,Ethyl 4-methylphenoxyacetate,Glycerophosphocholine,Isobutyl salicylate,Isobutylparaben,Lophophorine,Methoxyeugenol,Miglustat,Pandamarilactam 3x,Zingerone,[2-(2-Methylphenyl)-1,3-dioxolan-4-yl]methanol,[2-(3-Methylphenyl)-1,3-dioxolan-4-yl]methanol,[2-(4-Methylphenyl)-1,3-dioxolan-4-yl]methanol,sn-glycero-3-Phosphocholine","AEEIFNXEUWFZED-VZUCSPMQSA-N,CMLIEOOXQFWANJ-UHFFFAOYSA-N,DPJJKJUHERNDSZ-UHFFFAOYSA-N,FWMPKHMKIJDEMJ-UHFFFAOYSA-N,HRAQMGWTPNOILP-UHFFFAOYSA-N,IIDQVIGMKXQUDM-UHFFFAOYSA-N,IMMRMPAXYUIDLR-UHFFFAOYNA-N,NCMQNBRXQZBDML-UHFFFAOYSA-N,OJYLAHXKWMRDGS-UHFFFAOYSA-N,PNFBXEKHLUDPIM-QMMMGPOBSA-N,PTXDBYSCVQQBNF-UHFFFAOYSA-N,QFOHBWFCKVYLES-UHFFFAOYSA-N,SCBQUBIXYNMXER-UHFFFAOYSA-N,SUHOQUVVVLNYQR-MRVPVSSYSA-N,SUHOQUVVVLNYQR-QMMMGPOBSA-N,SZESZZKBJJPMKG-UHFFFAOYSA-N,UMNOIMVMNARUSB-UHFFFAOYSA-N,UQRORFVVSGFNRO-UTINFBMNSA-N,VJNNBKUHHBZIRK-UHFFFAOYSA-N,WPWFNFQROATLTG-UHFFFAOYSA-N,XLVLEVXYDLRZDW-UHFFFAOYSA-N,XPJVKCRENWUEJH-UHFFFAOYSA-N,YFDUWSBGVPBWKF-UHFFFAOYSA-N,YFHOHYAUMDHSBX-SNAWJCMRSA-N,YWIJRJQYADFRTL-UHFFFAOYSA-N,ZPENOSKWEKGDCX-UHFFFAOYNA-N"
"60","262.0508","754.95","1451027.75","931630.19","1185114.88","936859.63","982202.38","1115595.5","1255505.88","1332656.88","1102829.63","1220208.75","60079.02","15364.49","56994.92","92434.11","42037.97","66966.94","61705.38","37169.27","78930.05","66017.06","positive","No Fragments","S-Phenylmercapturic acid","CICOZWHZVMOPJS-UHFFFAOYSA-N"
"61","280.0923","758.71","335470.06","732182.88","321628","318462.59","328004.53","367395.06","373717.31","423283.75","512565.91","412606.28","10016.01","6996.46","10755.52","11738.57","6608.86","11940.74","12776.98","11612.45","11354.12","10560.26","positive","No Fragments","Glycerophosphocholine","SUHOQUVVVLNYQR-QMMMGPOBSA-N"
"62","373.1904","758.7","196851.52","147553.75","165511.77","136886.69","121912.85","168907.31","164630.98","198765.58","170161.83","201808.97","6119.75","1895.4","6824.96","7766.56","4454.74","6099.11","4267.23","3782.06","6132.47","5067.91","positive","No Fragments","11-chloro-12-hydroxy-octadecanoic acid,11-hydroxy-12-chloro-octadecanoic acid,9-chloro-10-hydroxy-octadecanoic acid,9-hydroxy-10-chloro-octadecanoic acid,Alitame,Biocytin,Melochinone","BAQMYDQNMFBZNA-ATWGWHJKSA-N,BAQMYDQNMFBZNA-MNXVOIDGSA-N,DNBWHNVLJOVDJI-UHFFFAOYSA-N,IVBOUFAWPCPFTQ-UHFFFAOYSA-N,JNXUGCXVWKKTJV-UHFFFAOYSA-N,LFMFCAVRKLJSLW-UHFFFAOYSA-N,OBJQYZRZIIFTBJ-UHFFFAOYSA-N,ORELREQLYAGMOB-UHFFFAOYSA-N"
"63","324.0593","758.61","140539.89","71178.56","85818.98","131601","88971.38","117778.96","140155.3","118867.57","118904.02","129382.3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","positive","No Fragments","3'-CMP,CMP,Cytidine 2'-phosphate,Cytidine monophosphate,N4-Acetylcytidine","IERHLVCPSMICTF-XVFCMESISA-N,NIDVTARKFBZMOT-PEBGCTIMSA-N,UOOOPKANIPLQPU-XVFCMESISA-N,YQUAKORMLHPSLZ-XVFCMESISA-N,YQUAKORMLHPSLZ-ZRTZXPPTSA-N"
"64","428.0372","746.03","121023.46","77686.45","69262.61","97535.19","72964.69","95422.38","98820.41","84077.02","81263.01","84503.01","1438.41","NA","2191.44","4359.2","1734.36","1713.14","1968.11","1519.45","2077.01","1707.45","positive","No Fragments","ADP,Acetyl adenylate,Adenosine 2',5'-bisphosphate,Adenosine 3',5'-bisphosphate,Adenosine 3',5'-diphosphate,dGDP","AEOBEOJCBAYXBA-KQYNXXCUSA-N,CIKGWCTVFSRMJU-KVQBGUIXSA-N,UBPVOHPZRZIJHM-WOUKDFQISA-N,WHTCPDAXWFLDIH-KQYNXXCUSA-N,XTWYTFMLZFPYCI-KQYNXXCUSA-N"
"65","319.1139","758.93","90039.07","55663.06","70220.52","84490.64","75236.33","91328.47","97230.95","101876.25","63109.05","60524.15","1344.58","NA","922.8","1702.49","NA","NA","NA","1260.58","1766.92","1618.77","positive","No Fragments","Nicotinamide riboside,Nicotinamide-beta-riboside","JLEBZPBDRKPWTD-TURQNECASA-O"
"66","218.1137","754.29","100718.48","57769.85","72816.08","68787.49","57825.48","72566.99","89577.5","72487.8","65943.92","63276.65","12729.98","9307.8","12288.31","14738.57","8880.97","10275.65","11493.5","7769.61","11932.45","10654.62","positive","No Fragments","Alanyl-Gamma-glutamate,Alanyl-Glutamine,Alanyl-Serine,D-Alanyl-D-serine,Gamma-glutamyl-Alanine,Glutaminyl-Alanine,Glycyl-Threonine,N-Acetyl-L-citrulline,N-a-Acetylcitrulline,Serinyl-Alanine,Threoninyl-Glycine","BIYXEUAFGLTAEM-UHFFFAOYSA-N,FAQVCWVVIYYWRR-UHFFFAOYSA-N,HJCMDXDYPOUFDY-UHFFFAOYSA-N,IPWKGIFRRBGCJO-QWWZWVQMSA-N,IPWKGIFRRBGCJO-UHFFFAOYSA-N,OLIFSFOFKGKIRH-UHFFFAOYSA-N,SSJMZMUVNKEENT-UHFFFAOYSA-N,WMQMIOYQXNRROC-LURJTMIESA-N,WMQMIOYQXNRROC-UHFFFAOYSA-N,XEMDRWVKLPUYDR-UHFFFAOYSA-N"
"67","247.1403","761.48","80316.73","61659.6","63699.06","59377.94","57692.22","64189.59","77012.11","73760.94","66180.32","77412.54","11029.49","8226.3","12695.96","11865.03","9110.61","9696.6","9793.84","8023.52","10737.35","9407.67","positive","No Fragments","D-Octopine,L-N2-(2-Carboxyethyl)arginine","IMXSCCDUAFEIOE-GDVGLLTNSA-N,OHWCFZJEIHZWMN-LURJTMIESA-N"
"68","318.0799","765.47","60810.8","29064.78","49530.11","68537.26","50946.96","49876.03","75452.02","64441.15","48191.02","60382.29","2718.26","1187.75","3043.55","5753.54","2534.07","3866.79","3553.84","2242.95","4892.68","4018.91","positive","No Fragments","Suprofen S-oxide,Thiophene-4,5-epoxide","BBVYLLCHKPXDCK-UHFFFAOYNA-N,SDGBIPHZPNRUFG-UHFFFAOYNA-N"
"69","382.1954","757.73","71738.96","53129.91","54763.74","49065.6","40822.71","61323.11","61406.2","64140.43","59421.22","74473.07","1463.28","NA","2644.01","2665.38","2060.8","2209.24","1951.46","1585.15","2051.34","2844.21","positive","No Fragments","Lucanthone,Propiomazine","FBQPGGIHOFZRGH-UHFFFAOYSA-N,UVOIBTBFPOZKGP-UHFFFAOYSA-N"
"70","764.3881","760.41","72020.91","36315.34","39592.25","38176.83","35529.17","46342.25","47517.32","45413.97","47076.29","46815.05","1029.24","NA","NA","1732.34","NA","1277.95","NA","NA","NA","NA","positive","No Fragments","PS(12:0/20:5(5Z,8Z,11Z,14Z,17Z)),PS(14:1(9Z)/18:4(6Z,9Z,12Z,15Z)),PS(18:4(6Z,9Z,12Z,15Z)/14:1(9Z)),PS(20:5(5Z,8Z,11Z,14Z,17Z)/12:0)","CQYDNNORIADLEH-LSHFLDIJSA-N,FBWAVIDBZKJEKS-FHPNQFJXSA-N,QWDOCUAIGXSZGT-XZWDOFBXSA-N,YUVCLPLTQJUHDO-OKVRORAUSA-N"
"71","373.6923","761.23","58744.72","61301","52463.95","38679.91","39987.22","56413","53319.82","68282.29","52863.37","62190.66","2087.41","803.78","1351.91","2294.56","2035.82","2066.7","2022.4","1721.17","1992.94","2011.48","positive","No Fragments","",""
"72","367.1398","756.11","53221.55","31014.46","38205.53","48206.43","27222.06","50242.82","67305.47","48173.72","41343.43","40784.59","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","positive","No Fragments","1alpha,5alpha-Epidithio-17a-oxa-D-homoandrostan-3,17-dione,7-beta-D-Glucopyranosyloxybutylidenephthalide","LNWJAAMNXBMBCE-UXBLZVDNNA-N,ROCVZARQFKQHCD-FQRJZAEESA-N"
"73","263.0501","755.22","65244.39","34481.33","41651.88","32349.05","37784.38","42670.2","52444.96","44658.35","42941.87","32965.34","2262.69","858.43","1731.56","3385.97","1422.22","2488.91","2973.51","1292.74","2543.82","2869.27","positive","No Fragments","",""
"74","785.3664","758.94","26017.8","55645.44","42197.07","35654.38","36757.02","34831.89","33378.12","44346.52","45931.08","47876.14","1926.7","NA","1964.14","2652.44","NA","2034.46","1312.12","NA","2105.62","2528.62","positive","No Fragments","",""
"75","340.0283","753.23","50244.62","26267.96","44382","31437.05","40164.32","38922.14","46806.08","38363.78","54531.73","47686.55","2046.76","NA","1014.19","2291.66","NA","1157.89","1706.28","933.15","2258.44","1506.66","positive","No Fragments","2-(2-Chloro-phenyl)-5-(5-methylthiophen-2-yl)-[1,3,4]oxadiazole","YYYQPKTVZBOSKG-UHFFFAOYSA-N"
"76","214.1187","753.52","46570.31","36599.39","42565.48","33458.46","31929.88","41911.14","48125.67","52776.03","43629.84","46569.3","3132.43","1506.65","4306.13","5915.22","3087.97","3304.55","4345.15","2883.18","6802.9","4092.44","positive","No Fragments","Glycylproline,L-prolyl-L-glycine","KZNQNBZMBZJQJO-UHFFFAOYSA-N,RNKSNIBMTUYWSH-UHFFFAOYSA-N"
"77","393.1866","759.84","22806.4","41748.59","21030.47","18288.01","23521.61","20656.76","20686.63","29887.65","33077.39","35983.27","1461.43","NA","1896.62","2961.12","1859.11","3339.02","1980.58","2541.56","3937.63","2023.55","positive","No Fragments","",""
"78","284.0329","758.33","23744.61","30961.52","34844.22","26988.73","23599.72","26861.82","27808.54","30837.7","35540.85","34155.32","4540.61","1844.91","5591.16","8531.72","3656.75","6758.34","5261.84","2974.79","6973.34","5498.06","positive","No Fragments","",""
"79","190.0824","763.1","26501.01","22897.15","25011.09","24383.06","21470.67","24512.96","34045.21","26228.11","26488.45","27824.02","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","positive","No Fragments","(2S,3S)-3-Hydroxyasparagine,Asparaginyl-Glycine,Glycyl-Asparagine,Glycylglycylglycine,Hydroxylated lecithin,N-Amidino-L-glutamate,O-Carbamoyl-L-serine,beta-L-Aspartylhydroxamate","FUESBOMYALLFNI-UHFFFAOYSA-N,KLKHFFMNGWULBN-UHFFFAOYSA-N,MYFVWSDZEBSNKM-REOHCLBHSA-N,RHVVRMJOHATSPD-VKHMYHEASA-N,XKUKSGPZAADMRA-UHFFFAOYSA-N,ZBYVTTSIVDYQSO-REOHCLBHSA-N"
